customer_id,name,email,signup_date,order_id,order_date,amount
8,Customer_8,cust_8@example.com,2025-01-01,14886.0,2025-02-04,227.52
9,Customer_9,cust_9@example.com,2025-01-01,10344.0,2025-02-01,107.79
9,Customer_9,cust_9@example.com,2025-01-01,10758.0,2025-02-01,494.78
9,Customer_9,cust_9@example.com,2025-01-01,12270.0,2025-02-02,171.21
10,Customer_10,cust_10@example.com,2025-01-01,10902.0,2025-02-01,135.98
10,Customer_10,cust_10@example.com,2025-01-01,11252.0,2025-02-01,20.25
10,Customer_10,cust_10@example.com,2025-01-01,12424.0,2025-02-02,327.86
10,Customer_10,cust_10@example.com,2025-01-01,12704.0,2025-02-02,258.4
10,Customer_10,cust_10@example.com,2025-01-01,13099.0,2025-02-03,473.02
10,Customer_10,cust_10@example.com,2025-01-01,13302.0,2025-02-03,85.92
10,Customer_10,cust_10@example.com,2025-01-01,14486.0,2025-02-04,359.07
10,Customer_10,cust_10@example.com,2025-01-01,14929.0,2025-02-04,178.28
11,Customer_11,cust_11@example.com,2025-01-01,11389.0,2025-02-01,316.22
11,Customer_11,cust_11@example.com,2025-01-01,11698.0,2025-02-02,431.33
11,Customer_11,cust_11@example.com,2025-01-01,11903.0,2025-02-02,481.47
11,Customer_11,cust_11@example.com,2025-01-01,12221.0,2025-02-02,388.71
12,Customer_12,cust_12@example.com,2025-01-01,10649.0,2025-02-01,133.86
12,Customer_12,cust_12@example.com,2025-01-01,10862.0,2025-02-01,359.92
12,Customer_12,cust_12@example.com,2025-01-01,11764.0,2025-02-02,351.15
12,Customer_12,cust_12@example.com,2025-01-01,12305.0,2025-02-02,431.89
12,Customer_12,cust_12@example.com,2025-01-01,12478.0,2025-02-02,362.58
12,Customer_12,cust_12@example.com,2025-01-01,12614.0,2025-02-02,429.15
12,Customer_12,cust_12@example.com,2025-01-01,12837.0,2025-02-02,195.24
12,Customer_12,cust_12@example.com,2025-01-01,12900.0,2025-02-03,436.92
12,Customer_12,cust_12@example.com,2025-01-01,12955.0,2025-02-03,47.18
12,Customer_12,cust_12@example.com,2025-01-01,13318.0,2025-02-03,53.58
12,Customer_12,cust_12@example.com,2025-01-01,14510.0,2025-02-04,174.02
12,Customer_12,cust_12@example.com,2025-01-01,14712.0,2025-02-04,139.6
13,Customer_13,cust_13@example.com,2025-01-01,11257.0,2025-02-01,122.66
13,Customer_13,cust_13@example.com,2025-01-01,13049.0,2025-02-03,408.78
13,Customer_13,cust_13@example.com,2025-01-01,13310.0,2025-02-03,106.77
13,Customer_13,cust_13@example.com,2025-01-01,14361.0,2025-02-04,308.52
13,Customer_13,cust_13@example.com,2025-01-01,14450.0,2025-02-04,439.69
13,Customer_13,cust_13@example.com,2025-01-01,14572.0,2025-02-04,427.13
13,Customer_13,cust_13@example.com,2025-01-01,14605.0,2025-02-04,419.05
14,Customer_14,cust_14@example.com,2025-01-01,10065.0,2025-02-01,247.69
14,Customer_14,cust_14@example.com,2025-01-01,12304.0,2025-02-02,410.38
14,Customer_14,cust_14@example.com,2025-01-01,12401.0,2025-02-02,308.51
14,Customer_14,cust_14@example.com,2025-01-01,13320.0,2025-02-03,192.4
14,Customer_14,cust_14@example.com,2025-01-01,14494.0,2025-02-04,75.36
15,Customer_15,cust_15@example.com,2025-01-01,10121.0,2025-02-01,282.09
15,Customer_15,cust_15@example.com,2025-01-01,10175.0,2025-02-01,467.39
15,Customer_15,cust_15@example.com,2025-01-01,11131.0,2025-02-01,160.06
15,Customer_15,cust_15@example.com,2025-01-01,11339.0,2025-02-01,355.97
15,Customer_15,cust_15@example.com,2025-01-01,11369.0,2025-02-01,428.14
15,Customer_15,cust_15@example.com,2025-01-01,14810.0,2025-02-04,490.87
16,Customer_16,cust_16@example.com,2025-01-01,10621.0,2025-02-01,113.16
16,Customer_16,cust_16@example.com,2025-01-01,11789.0,2025-02-02,407.47
16,Customer_16,cust_16@example.com,2025-01-01,11837.0,2025-02-02,396.2
16,Customer_16,cust_16@example.com,2025-01-01,13688.0,2025-02-03,483.82
16,Customer_16,cust_16@example.com,2025-01-01,13885.0,2025-02-03,427.96
17,Customer_17,cust_17@example.com,2025-01-01,10425.0,2025-02-01,468.06
17,Customer_17,cust_17@example.com,2025-01-01,11658.0,2025-02-02,258.21
17,Customer_17,cust_17@example.com,2025-01-01,11735.0,2025-02-02,44.75
17,Customer_17,cust_17@example.com,2025-01-01,11758.0,2025-02-02,156.35
17,Customer_17,cust_17@example.com,2025-01-01,12057.0,2025-02-02,124.2
17,Customer_17,cust_17@example.com,2025-01-01,12087.0,2025-02-02,272.73
17,Customer_17,cust_17@example.com,2025-01-01,13089.0,2025-02-03,393.37
17,Customer_17,cust_17@example.com,2025-01-01,13133.0,2025-02-03,483.93
17,Customer_17,cust_17@example.com,2025-01-01,14668.0,2025-02-04,217.56
17,Customer_17,cust_17@example.com,2025-01-01,14955.0,2025-02-04,428.86
18,Customer_18,cust_18@example.com,2025-01-01,10452.0,2025-02-01,112.03
18,Customer_18,cust_18@example.com,2025-01-01,11517.0,2025-02-02,418.3
19,Customer_19,cust_19@example.com,2025-01-01,10711.0,2025-02-01,247.58
19,Customer_19,cust_19@example.com,2025-01-01,11516.0,2025-02-02,346.08
19,Customer_19,cust_19@example.com,2025-01-01,12569.0,2025-02-02,213.74
19,Customer_19,cust_19@example.com,2025-01-01,13272.0,2025-02-03,334.02
19,Customer_19,cust_19@example.com,2025-01-01,13390.0,2025-02-03,142.2
19,Customer_19,cust_19@example.com,2025-01-01,14030.0,2025-02-03,448.87
19,Customer_19,cust_19@example.com,2025-01-01,14389.0,2025-02-04,38.49
19,Customer_19,cust_19@example.com,2025-01-01,14863.0,2025-02-04,355.0
20,Customer_20,cust_20@example.com,2025-01-01,11939.0,2025-02-02,497.2
20,Customer_20,cust_20@example.com,2025-01-01,12464.0,2025-02-02,437.06
20,Customer_20,cust_20@example.com,2025-01-01,13325.0,2025-02-03,189.07
20,Customer_20,cust_20@example.com,2025-01-01,13338.0,2025-02-03,59.12
20,Customer_20,cust_20@example.com,2025-01-01,13353.0,2025-02-03,170.79
20,Customer_20,cust_20@example.com,2025-01-01,14306.0,2025-02-03,258.19
21,Customer_21,cust_21@example.com,2025-01-01,10008.0,2025-02-01,184.54
21,Customer_21,cust_21@example.com,2025-01-01,10058.0,2025-02-01,366.96
21,Customer_21,cust_21@example.com,2025-01-01,12144.0,2025-02-02,415.91
21,Customer_21,cust_21@example.com,2025-01-01,12379.0,2025-02-02,53.12
21,Customer_21,cust_21@example.com,2025-01-01,12629.0,2025-02-02,366.95
21,Customer_21,cust_21@example.com,2025-01-01,13083.0,2025-02-03,246.96
21,Customer_21,cust_21@example.com,2025-01-01,13529.0,2025-02-03,360.93
22,Customer_22,cust_22@example.com,2025-01-01,10034.0,2025-02-01,157.81
22,Customer_22,cust_22@example.com,2025-01-01,10398.0,2025-02-01,186.31
22,Customer_22,cust_22@example.com,2025-01-01,12092.0,2025-02-02,114.73
22,Customer_22,cust_22@example.com,2025-01-01,12135.0,2025-02-02,139.26
22,Customer_22,cust_22@example.com,2025-01-01,12296.0,2025-02-02,348.01
22,Customer_22,cust_22@example.com,2025-01-01,13572.0,2025-02-03,344.1
22,Customer_22,cust_22@example.com,2025-01-01,14368.0,2025-02-04,115.23
22,Customer_22,cust_22@example.com,2025-01-01,14501.0,2025-02-04,91.85
23,Customer_23,cust_23@example.com,2025-01-01,10605.0,2025-02-01,318.32
23,Customer_23,cust_23@example.com,2025-01-01,10942.0,2025-02-01,337.69
23,Customer_23,cust_23@example.com,2025-01-01,11320.0,2025-02-01,199.65
23,Customer_23,cust_23@example.com,2025-01-01,11396.0,2025-02-01,38.0
23,Customer_23,cust_23@example.com,2025-01-01,13273.0,2025-02-03,210.58
23,Customer_23,cust_23@example.com,2025-01-01,14140.0,2025-02-03,244.17
23,Customer_23,cust_23@example.com,2025-01-01,14482.0,2025-02-04,389.9
23,Customer_23,cust_23@example.com,2025-01-01,14569.0,2025-02-04,419.41
24,Customer_24,cust_24@example.com,2025-01-01,12345.0,2025-02-02,392.46
25,Customer_25,cust_25@example.com,2025-01-02,10733.0,2025-02-01,363.96
25,Customer_25,cust_25@example.com,2025-01-02,11148.0,2025-02-01,25.22
25,Customer_25,cust_25@example.com,2025-01-02,11471.0,2025-02-02,266.97
25,Customer_25,cust_25@example.com,2025-01-02,11741.0,2025-02-02,23.89
25,Customer_25,cust_25@example.com,2025-01-02,12946.0,2025-02-03,465.22
25,Customer_25,cust_25@example.com,2025-01-02,14401.0,2025-02-04,282.96
25,Customer_25,cust_25@example.com,2025-01-02,14769.0,2025-02-04,226.87
26,Customer_26,cust_26@example.com,2025-01-02,11094.0,2025-02-01,82.25
26,Customer_26,cust_26@example.com,2025-01-02,11222.0,2025-02-01,263.93
26,Customer_26,cust_26@example.com,2025-01-02,12701.0,2025-02-02,389.68
26,Customer_26,cust_26@example.com,2025-01-02,13617.0,2025-02-03,100.32
26,Customer_26,cust_26@example.com,2025-01-02,13926.0,2025-02-03,129.95
26,Customer_26,cust_26@example.com,2025-01-02,14768.0,2025-02-04,163.73
27,Customer_27,cust_27@example.com,2025-01-02,10408.0,2025-02-01,71.97
27,Customer_27,cust_27@example.com,2025-01-02,11667.0,2025-02-02,181.45
27,Customer_27,cust_27@example.com,2025-01-02,12176.0,2025-02-02,232.54
27,Customer_27,cust_27@example.com,2025-01-02,14461.0,2025-02-04,204.96
28,Customer_28,cust_28@example.com,2025-01-02,10144.0,2025-02-01,375.24
28,Customer_28,cust_28@example.com,2025-01-02,10210.0,2025-02-01,123.82
28,Customer_28,cust_28@example.com,2025-01-02,11109.0,2025-02-01,324.97
28,Customer_28,cust_28@example.com,2025-01-02,11135.0,2025-02-01,135.76
28,Customer_28,cust_28@example.com,2025-01-02,12411.0,2025-02-02,289.96
28,Customer_28,cust_28@example.com,2025-01-02,13556.0,2025-02-03,251.14
28,Customer_28,cust_28@example.com,2025-01-02,14630.0,2025-02-04,336.95
29,Customer_29,cust_29@example.com,2025-01-02,10773.0,2025-02-01,115.47
29,Customer_29,cust_29@example.com,2025-01-02,11423.0,2025-02-01,108.17
29,Customer_29,cust_29@example.com,2025-01-02,11644.0,2025-02-02,209.63
29,Customer_29,cust_29@example.com,2025-01-02,11694.0,2025-02-02,489.47
29,Customer_29,cust_29@example.com,2025-01-02,11859.0,2025-02-02,389.95
29,Customer_29,cust_29@example.com,2025-01-02,12108.0,2025-02-02,283.83
29,Customer_29,cust_29@example.com,2025-01-02,13097.0,2025-02-03,264.53
30,Customer_30,cust_30@example.com,2025-01-02,13275.0,2025-02-03,89.66
30,Customer_30,cust_30@example.com,2025-01-02,14128.0,2025-02-03,155.95
30,Customer_30,cust_30@example.com,2025-01-02,14502.0,2025-02-04,361.65
31,Customer_31,cust_31@example.com,2025-01-02,12035.0,2025-02-02,207.42
31,Customer_31,cust_31@example.com,2025-01-02,14183.0,2025-02-03,91.05
31,Customer_31,cust_31@example.com,2025-01-02,14479.0,2025-02-04,308.17
31,Customer_31,cust_31@example.com,2025-01-02,14610.0,2025-02-04,112.29
32,Customer_32,cust_32@example.com,2025-01-02,11507.0,2025-02-02,483.17
32,Customer_32,cust_32@example.com,2025-01-02,13594.0,2025-02-03,127.71
33,Customer_33,cust_33@example.com,2025-01-02,10149.0,2025-02-01,465.66
33,Customer_33,cust_33@example.com,2025-01-02,10392.0,2025-02-01,19.86
33,Customer_33,cust_33@example.com,2025-01-02,12109.0,2025-02-02,356.45
33,Customer_33,cust_33@example.com,2025-01-02,14706.0,2025-02-04,224.78
34,Customer_34,cust_34@example.com,2025-01-02,10963.0,2025-02-01,191.0
34,Customer_34,cust_34@example.com,2025-01-02,11159.0,2025-02-01,119.4
34,Customer_34,cust_34@example.com,2025-01-02,11657.0,2025-02-02,195.94
35,Customer_35,cust_35@example.com,2025-01-02,10078.0,2025-02-01,175.62
35,Customer_35,cust_35@example.com,2025-01-02,10656.0,2025-02-01,259.47
35,Customer_35,cust_35@example.com,2025-01-02,12335.0,2025-02-02,490.43
35,Customer_35,cust_35@example.com,2025-01-02,12469.0,2025-02-02,286.51
35,Customer_35,cust_35@example.com,2025-01-02,13892.0,2025-02-03,496.95
35,Customer_35,cust_35@example.com,2025-01-02,13908.0,2025-02-03,190.75
35,Customer_35,cust_35@example.com,2025-01-02,14216.0,2025-02-03,109.11
36,Customer_36,cust_36@example.com,2025-01-02,10196.0,2025-02-01,52.36
36,Customer_36,cust_36@example.com,2025-01-02,10487.0,2025-02-01,467.0
36,Customer_36,cust_36@example.com,2025-01-02,12682.0,2025-02-02,348.08
36,Customer_36,cust_36@example.com,2025-01-02,12776.0,2025-02-02,361.07
37,Customer_37,cust_37@example.com,2025-01-02,10342.0,2025-02-01,216.67
37,Customer_37,cust_37@example.com,2025-01-02,10436.0,2025-02-01,50.86
37,Customer_37,cust_37@example.com,2025-01-02,10692.0,2025-02-01,408.08
37,Customer_37,cust_37@example.com,2025-01-02,11986.0,2025-02-02,332.99
37,Customer_37,cust_37@example.com,2025-01-02,12078.0,2025-02-02,406.4
38,Customer_38,cust_38@example.com,2025-01-02,10401.0,2025-02-01,354.29
38,Customer_38,cust_38@example.com,2025-01-02,11980.0,2025-02-02,444.91
38,Customer_38,cust_38@example.com,2025-01-02,13349.0,2025-02-03,424.03
39,Customer_39,cust_39@example.com,2025-01-02,10475.0,2025-02-01,297.03
39,Customer_39,cust_39@example.com,2025-01-02,10741.0,2025-02-01,188.42
39,Customer_39,cust_39@example.com,2025-01-02,10802.0,2025-02-01,438.93
39,Customer_39,cust_39@example.com,2025-01-02,11137.0,2025-02-01,468.64
39,Customer_39,cust_39@example.com,2025-01-02,11330.0,2025-02-01,203.1
39,Customer_39,cust_39@example.com,2025-01-02,11742.0,2025-02-02,415.98
39,Customer_39,cust_39@example.com,2025-01-02,11828.0,2025-02-02,250.84
39,Customer_39,cust_39@example.com,2025-01-02,11857.0,2025-02-02,75.42
39,Customer_39,cust_39@example.com,2025-01-02,12124.0,2025-02-02,406.0
39,Customer_39,cust_39@example.com,2025-01-02,12491.0,2025-02-02,477.03
39,Customer_39,cust_39@example.com,2025-01-02,12675.0,2025-02-02,464.69
39,Customer_39,cust_39@example.com,2025-01-02,13223.0,2025-02-03,188.97
39,Customer_39,cust_39@example.com,2025-01-02,14893.0,2025-02-04,95.4
40,Customer_40,cust_40@example.com,2025-01-02,11200.0,2025-02-01,442.04
40,Customer_40,cust_40@example.com,2025-01-02,11974.0,2025-02-02,18.84
40,Customer_40,cust_40@example.com,2025-01-02,11992.0,2025-02-02,56.89
40,Customer_40,cust_40@example.com,2025-01-02,12001.0,2025-02-02,388.3
40,Customer_40,cust_40@example.com,2025-01-02,12003.0,2025-02-02,93.56
40,Customer_40,cust_40@example.com,2025-01-02,13669.0,2025-02-03,356.33
41,Customer_41,cust_41@example.com,2025-01-02,10119.0,2025-02-01,320.55
41,Customer_41,cust_41@example.com,2025-01-02,10143.0,2025-02-01,289.89
41,Customer_41,cust_41@example.com,2025-01-02,10882.0,2025-02-01,72.43
41,Customer_41,cust_41@example.com,2025-01-02,11656.0,2025-02-02,283.33
41,Customer_41,cust_41@example.com,2025-01-02,13747.0,2025-02-03,136.71
41,Customer_41,cust_41@example.com,2025-01-02,13872.0,2025-02-03,420.49
41,Customer_41,cust_41@example.com,2025-01-02,14016.0,2025-02-03,183.59
41,Customer_41,cust_41@example.com,2025-01-02,14072.0,2025-02-03,267.1
41,Customer_41,cust_41@example.com,2025-01-02,14138.0,2025-02-03,406.64
41,Customer_41,cust_41@example.com,2025-01-02,14975.0,2025-02-04,451.6
42,Customer_42,cust_42@example.com,2025-01-02,11307.0,2025-02-01,165.02
42,Customer_42,cust_42@example.com,2025-01-02,11654.0,2025-02-02,382.77
42,Customer_42,cust_42@example.com,2025-01-02,11740.0,2025-02-02,325.77
42,Customer_42,cust_42@example.com,2025-01-02,12903.0,2025-02-03,345.01
43,Customer_43,cust_43@example.com,2025-01-02,10645.0,2025-02-01,264.02
43,Customer_43,cust_43@example.com,2025-01-02,11035.0,2025-02-01,365.21
43,Customer_43,cust_43@example.com,2025-01-02,12621.0,2025-02-02,285.93
43,Customer_43,cust_43@example.com,2025-01-02,12970.0,2025-02-03,56.29
43,Customer_43,cust_43@example.com,2025-01-02,13126.0,2025-02-03,411.74
43,Customer_43,cust_43@example.com,2025-01-02,13557.0,2025-02-03,56.18
44,Customer_44,cust_44@example.com,2025-01-02,11756.0,2025-02-02,306.5
44,Customer_44,cust_44@example.com,2025-01-02,13261.0,2025-02-03,188.56
44,Customer_44,cust_44@example.com,2025-01-02,13624.0,2025-02-03,240.55
44,Customer_44,cust_44@example.com,2025-01-02,14650.0,2025-02-04,121.88
44,Customer_44,cust_44@example.com,2025-01-02,14902.0,2025-02-04,435.98
45,Customer_45,cust_45@example.com,2025-01-02,14432.0,2025-02-04,342.41
45,Customer_45,cust_45@example.com,2025-01-02,14730.0,2025-02-04,177.73
46,Customer_46,cust_46@example.com,2025-01-02,10430.0,2025-02-01,240.65
46,Customer_46,cust_46@example.com,2025-01-02,11075.0,2025-02-01,169.53
46,Customer_46,cust_46@example.com,2025-01-02,12053.0,2025-02-02,214.88
46,Customer_46,cust_46@example.com,2025-01-02,12236.0,2025-02-02,361.15
47,Customer_47,cust_47@example.com,2025-01-02,10533.0,2025-02-01,54.56
47,Customer_47,cust_47@example.com,2025-01-02,10590.0,2025-02-01,117.34
47,Customer_47,cust_47@example.com,2025-01-02,10849.0,2025-02-01,338.11
47,Customer_47,cust_47@example.com,2025-01-02,11083.0,2025-02-01,230.51
47,Customer_47,cust_47@example.com,2025-01-02,11374.0,2025-02-01,386.93
47,Customer_47,cust_47@example.com,2025-01-02,11786.0,2025-02-02,239.2
47,Customer_47,cust_47@example.com,2025-01-02,11934.0,2025-02-02,76.17
47,Customer_47,cust_47@example.com,2025-01-02,13416.0,2025-02-03,39.61
47,Customer_47,cust_47@example.com,2025-01-02,13771.0,2025-02-03,250.76
48,Customer_48,cust_48@example.com,2025-01-02,10150.0,2025-02-01,277.09
48,Customer_48,cust_48@example.com,2025-01-02,11091.0,2025-02-01,166.6
48,Customer_48,cust_48@example.com,2025-01-02,14344.0,2025-02-04,298.49
49,Customer_49,cust_49@example.com,2025-01-03,10423.0,2025-02-01,105.12
49,Customer_49,cust_49@example.com,2025-01-03,11485.0,2025-02-02,30.08
49,Customer_49,cust_49@example.com,2025-01-03,12712.0,2025-02-02,151.7
49,Customer_49,cust_49@example.com,2025-01-03,13450.0,2025-02-03,325.5
49,Customer_49,cust_49@example.com,2025-01-03,13985.0,2025-02-03,371.6
49,Customer_49,cust_49@example.com,2025-01-03,14110.0,2025-02-03,130.19
49,Customer_49,cust_49@example.com,2025-01-03,14645.0,2025-02-04,307.16
49,Customer_49,cust_49@example.com,2025-01-03,14784.0,2025-02-04,93.24
50,Customer_50,cust_50@example.com,2025-01-03,12717.0,2025-02-02,362.54
50,Customer_50,cust_50@example.com,2025-01-03,13432.0,2025-02-03,409.75
50,Customer_50,cust_50@example.com,2025-01-03,14841.0,2025-02-04,168.18
51,Customer_51,cust_51@example.com,2025-01-03,10504.0,2025-02-01,264.91
51,Customer_51,cust_51@example.com,2025-01-03,10954.0,2025-02-01,497.79
51,Customer_51,cust_51@example.com,2025-01-03,11059.0,2025-02-01,167.06
51,Customer_51,cust_51@example.com,2025-01-03,11422.0,2025-02-01,357.5
51,Customer_51,cust_51@example.com,2025-01-03,11561.0,2025-02-02,94.14
51,Customer_51,cust_51@example.com,2025-01-03,12640.0,2025-02-02,480.36
52,Customer_52,cust_52@example.com,2025-01-03,,,
53,Customer_53,cust_53@example.com,2025-01-03,10112.0,2025-02-01,73.86
53,Customer_53,cust_53@example.com,2025-01-03,10276.0,2025-02-01,460.08
53,Customer_53,cust_53@example.com,2025-01-03,10523.0,2025-02-01,174.45
53,Customer_53,cust_53@example.com,2025-01-03,11030.0,2025-02-01,368.03
53,Customer_53,cust_53@example.com,2025-01-03,11611.0,2025-02-02,223.75
53,Customer_53,cust_53@example.com,2025-01-03,12543.0,2025-02-02,292.44
53,Customer_53,cust_53@example.com,2025-01-03,14474.0,2025-02-04,11.2
53,Customer_53,cust_53@example.com,2025-01-03,14498.0,2025-02-04,179.72
53,Customer_53,cust_53@example.com,2025-01-03,14652.0,2025-02-04,198.05
54,Customer_54,cust_54@example.com,2025-01-03,10353.0,2025-02-01,213.87
54,Customer_54,cust_54@example.com,2025-01-03,10977.0,2025-02-01,421.82
54,Customer_54,cust_54@example.com,2025-01-03,11556.0,2025-02-02,335.05
54,Customer_54,cust_54@example.com,2025-01-03,11933.0,2025-02-02,407.05
54,Customer_54,cust_54@example.com,2025-01-03,14647.0,2025-02-04,451.81
55,Customer_55,cust_55@example.com,2025-01-03,11532.0,2025-02-02,443.28
55,Customer_55,cust_55@example.com,2025-01-03,11542.0,2025-02-02,296.53
55,Customer_55,cust_55@example.com,2025-01-03,11708.0,2025-02-02,16.84
55,Customer_55,cust_55@example.com,2025-01-03,12836.0,2025-02-02,366.22
55,Customer_55,cust_55@example.com,2025-01-03,13365.0,2025-02-03,306.42
55,Customer_55,cust_55@example.com,2025-01-03,14707.0,2025-02-04,366.1
56,Customer_56,cust_56@example.com,2025-01-03,11087.0,2025-02-01,90.71
56,Customer_56,cust_56@example.com,2025-01-03,11105.0,2025-02-01,391.16
56,Customer_56,cust_56@example.com,2025-01-03,12986.0,2025-02-03,239.84
57,Customer_57,cust_57@example.com,2025-01-03,13352.0,2025-02-03,24.91
57,Customer_57,cust_57@example.com,2025-01-03,13574.0,2025-02-03,123.84
57,Customer_57,cust_57@example.com,2025-01-03,14385.0,2025-02-04,162.41
58,Customer_58,cust_58@example.com,2025-01-03,10549.0,2025-02-01,23.81
58,Customer_58,cust_58@example.com,2025-01-03,10559.0,2025-02-01,404.14
58,Customer_58,cust_58@example.com,2025-01-03,10810.0,2025-02-01,293.77
58,Customer_58,cust_58@example.com,2025-01-03,10829.0,2025-02-01,56.42
58,Customer_58,cust_58@example.com,2025-01-03,12805.0,2025-02-02,215.43
58,Customer_58,cust_58@example.com,2025-01-03,13615.0,2025-02-03,261.44
58,Customer_58,cust_58@example.com,2025-01-03,14966.0,2025-02-04,44.05
59,Customer_59,cust_59@example.com,2025-01-03,10040.0,2025-02-01,133.48
59,Customer_59,cust_59@example.com,2025-01-03,11622.0,2025-02-02,56.44
59,Customer_59,cust_59@example.com,2025-01-03,12331.0,2025-02-02,162.38
59,Customer_59,cust_59@example.com,2025-01-03,12473.0,2025-02-02,180.63
59,Customer_59,cust_59@example.com,2025-01-03,14225.0,2025-02-03,459.32
59,Customer_59,cust_59@example.com,2025-01-03,14506.0,2025-02-04,408.42
59,Customer_59,cust_59@example.com,2025-01-03,14732.0,2025-02-04,356.49
60,Customer_60,cust_60@example.com,2025-01-03,12169.0,2025-02-02,207.87
60,Customer_60,cust_60@example.com,2025-01-03,12721.0,2025-02-02,21.62
60,Customer_60,cust_60@example.com,2025-01-03,12973.0,2025-02-03,48.35
60,Customer_60,cust_60@example.com,2025-01-03,13376.0,2025-02-03,11.53
61,Customer_61,cust_61@example.com,2025-01-03,11057.0,2025-02-01,130.19
61,Customer_61,cust_61@example.com,2025-01-03,11895.0,2025-02-02,350.46
62,Customer_62,cust_62@example.com,2025-01-03,10704.0,2025-02-01,103.3
62,Customer_62,cust_62@example.com,2025-01-03,11904.0,2025-02-02,451.73
62,Customer_62,cust_62@example.com,2025-01-03,11948.0,2025-02-02,369.33
62,Customer_62,cust_62@example.com,2025-01-03,13887.0,2025-02-03,140.66
63,Customer_63,cust_63@example.com,2025-01-03,10131.0,2025-02-01,276.31
63,Customer_63,cust_63@example.com,2025-01-03,10920.0,2025-02-01,16.26
63,Customer_63,cust_63@example.com,2025-01-03,11479.0,2025-02-02,142.98
63,Customer_63,cust_63@example.com,2025-01-03,11494.0,2025-02-02,96.08
63,Customer_63,cust_63@example.com,2025-01-03,13018.0,2025-02-03,175.25
63,Customer_63,cust_63@example.com,2025-01-03,13845.0,2025-02-03,87.84
63,Customer_63,cust_63@example.com,2025-01-03,14139.0,2025-02-03,484.25
64,Customer_64,cust_64@example.com,2025-01-03,12208.0,2025-02-02,404.01
